transaction_id,date,account_id,client_id,client_name,gender,age,account_type,transaction_type,amount,channel,city,balance_after
TXN00978,2025-12-18,ACC10249,CL1249,Nadine Mbarga,F,54,Savings,Debit,60683,Online,Bafoussam,1092543
TXN00979,2025-10-19,ACC10145,CL1145,Blaise Mbarga,M,54,Savings,Credit,208643,ATM,Garoua,1773717
TXN00980,2025-06-19,ACC10245,CL1245,Jean Mballa,M,34,Current,Debit,102720,Online,Douala,180455
TXN00981,2025-08-31,ACC10050,CL1050,Brigitte Nkou,F,26,Current,Credit,481333,ATM,Garoua,623789
TXN00982,2025-03-21,ACC10257,CL1257,Patrick Atangana,M,46,Current,Debit,253442,Branch,Garoua,507569
TXN00983,2025-07-31,ACC10057,CL1057,Chantal Etoa,F,38,Savings,Credit,243467,ATM,Douala,1095715
TXN00984,2025-12-14,ACC10216,CL1216,Yvonne Tchoumi,F,58,Current,Credit,297192,Online,Garoua,2159649
TXN00985,2025-10-23,ACC10239,CL1239,Solange Mbarga,F,54,Current,Debit,110189,Online,Yaoundé,115709
TXN00986,2025-03-18,ACC10019,CL1019,Sandrine Mbarga,F,39,Savings,Credit,35714,Online,Garoua,1037241
TXN00987,2025-07-12,ACC10274,CL1274,Lionel Mbarga,M,25,Current,Debit,178813,Mobile,Bafoussam,1374705
TXN00988,2025-11-01,ACC10177,CL1177,Paul Nana,M,34,Savings,Credit,99240,ATM,Bamenda,1854335
TXN00989,2025-06-11,ACC10068,CL1068,Serge Mballa,M,34,Current,Credit,370762,ATM,Garoua,1395912
TXN00990,2025-02-14,ACC10281,CL1281,Emmanuel Tchoumi,M,59,Savings,Credit,217986,Branch,Bafoussam,1998631
TXN00991,2025-08-20,ACC10101,CL1101,Sandrine Nkou,F,52,Savings,Debit,195816,Online,Bafoussam,876650
TXN00992,2025-06-04,ACC10282,CL1282,Paul Nkou,M,62,Current,Debit,276303,Mobile,Bamenda,1139215
TXN00993,2025-01-20,ACC10230,CL1230,Solange Essomba,F,22,Current,Debit,197196,Mobile,Bafoussam,230842
TXN00994,2025-09-17,ACC10138,CL1138,Solange Ngono,F,45,Savings,Debit,233665,ATM,Douala,1628330
TXN00995,2025-09-14,ACC10050,CL1050,Brigitte Nkou,F,26,Current,Credit,475457,Mobile,Garoua,617913
TXN00996,2025-09-05,ACC10018,CL1018,Solange Mballa,F,56,Savings,Debit,179318,Online,Yaoundé,1300332
TXN00997,2025-02-20,ACC10157,CL1157,Clarisse Etoa,F,45,Current,Credit,76127,Mobile,Bamenda,1331594
TXN00998,2025-08-24,ACC10200,CL1200,Nadine Essomba,F,40,Savings,Debit,20164,Branch,Bafoussam,1882338
TXN00999,2025-06-09,ACC10038,CL1038,Nadine Etoa,F,39,Savings,Debit,3154,ATM,Douala,1261475
TXN01000,2025-08-28,ACC10222,CL1222,Solange Ngono,F,24,Savings,Debit,175739,ATM,Garoua,1574981
TXN01001,2025-12-04,ACC10209,CL1209,Patrick Tchoumi,M,48,Current,Debit,273932,Online,Bamenda,1263995
TXN01002,2025-11-24,ACC10276,CL1276,Clarisse Mvondo,F,50,Current,Debit,164652,Mobile,Bamenda,154485
TXN01003,2025-04-09,ACC10134,CL1134,Yvonne Mvondo,F,28,Savings,Credit,106148,Online,Yaoundé,1644670
TXN01004,2025-06-13,ACC10276,CL1276,Clarisse Mvondo,F,50,Current,Credit,280065,Branch,Bamenda,599202
TXN01005,2025-03-18,ACC10141,CL1141,Blaise Nana,M,51,Current,Debit,143949,Mobile,Bafoussam,1063505
TXN01006,2025-01-08,ACC10151,CL1151,Sandrine Atangana,F,30,Current,Credit,61010,ATM,Douala,1297847
TXN01007,2025-06-29,ACC10155,CL1155,Solange Ngono,F,25,Current,Debit,285441,Online,Garoua,996786
TXN01008,2025-12-27,ACC10255,CL1255,Patrick Mballa,M,53,Current,Credit,75216,Online,Garoua,656453
TXN01009,2025-02-06,ACC10025,CL1025,Solange Ngono,F,37,Current,Debit,90797,Online,Bamenda,403376
TXN01010,2025-08-16,ACC10035,CL1035,Jean Nana,M,21,Savings,Credit,284418,ATM,Yaoundé,683197
TXN01011,2025-08-30,ACC10128,CL1128,Yvonne Mbarga,F,51,Current,Debit,16200,ATM,Bafoussam,732798
TXN01012,2025-01-28,ACC10066,CL1066,Chantal Essomba,F,46,Savings,Debit,202116,ATM,Bafoussam,250201
TXN01013,2025-04-02,ACC10231,CL1231,Patrick Mvondo,M,33,Savings,Credit,206477,Branch,Douala,581420
TXN01014,2025-06-20,ACC10228,CL1228,Brigitte Atangana,F,29,Savings,Credit,164808,Mobile,Bamenda,864048
TXN01015,2025-10-18,ACC10038,CL1038,Nadine Etoa,F,39,Savings,Debit,245158,Mobile,Douala,1019471
TXN01016,2025-02-19,ACC10018,CL1018,Solange Mballa,F,56,Savings,Debit,246511,Branch,Yaoundé,1233139
TXN01017,2025-11-26,ACC10093,CL1093,Emmanuel Mballa,M,27,Savings,Credit,359863,Branch,Bamenda,2357880
TXN01018,2025-04-25,ACC10026,CL1026,Serge Atangana,M,63,Current,Credit,122474,Mobile,Bafoussam,2059101
TXN01019,2025-07-06,ACC10119,CL1119,Arnaud Mvondo,M,65,Current,Credit,479602,Branch,Bamenda,1140417
TXN01020,2025-06-16,ACC10201,CL1201,Emmanuel Ngono,M,60,Savings,Debit,174186,Branch,Yaoundé,446455
TXN01021,2025-02-03,ACC10199,CL1199,Paul Nana,M,34,Current,Credit,16867,Branch,Garoua,1018231
TXN01022,2025-09-03,ACC10016,CL1016,Didier Mvondo,M,26,Savings,Debit,185256,Branch,Yaoundé,185275
TXN01023,2025-06-28,ACC10107,CL1107,Brigitte Etoa,F,28,Current,Debit,148984,Mobile,Douala,151740
TXN01024,2025-02-24,ACC10141,CL1141,Blaise Nana,M,51,Current,Debit,213696,Online,Bafoussam,993758
TXN01025,2025-09-30,ACC10135,CL1135,Serge Nana,M,21,Current,Debit,159396,Branch,Bamenda,86077
TXN01026,2025-07-31,ACC10268,CL1268,Solange Mbarga,F,37,Current,Credit,310610,Mobile,Bafoussam,810596
TXN01027,2025-03-23,ACC10162,CL1162,Paul Mballa,M,41,Savings,Debit,288283,Branch,Garoua,182814
TXN01028,2025-06-24,ACC10270,CL1270,Blaise Mbarga,M,64,Current,Credit,35634,Mobile,Bafoussam,1573648
TXN01029,2025-08-11,ACC10147,CL1147,Clarisse Essomba,F,64,Current,Credit,412206,Online,Bamenda,1126292
TXN01030,2025-12-06,ACC10128,CL1128,Yvonne Mbarga,F,51,Current,Debit,91746,ATM,Bafoussam,657252
TXN01031,2025-10-31,ACC10236,CL1236,Serge Mvondo,M,33,Current,Credit,60938,Branch,Bafoussam,1079151
TXN01032,2025-02-19,ACC10252,CL1252,Nadine Nkou,F,43,Current,Credit,292025,Branch,Bamenda,2048076
TXN01033,2025-07-27,ACC10131,CL1131,Clarisse Atangana,F,53,Current,Debit,162499,ATM,Yaoundé,754143
TXN01034,2025-06-17,ACC10090,CL1090,Paul Nkou,M,22,Savings,Debit,199658,Branch,Douala,1610332
TXN01035,2025-04-22,ACC10187,CL1187,Yvonne Nana,F,59,Savings,Debit,48465,Mobile,Garoua,1664778
TXN01036,2025-12-05,ACC10109,CL1109,Serge Etoa,M,44,Current,Debit,77926,Mobile,Douala,1745
TXN01037,2025-05-30,ACC10181,CL1181,Serge Nkou,M,29,Savings,Credit,279531,Branch,Garoua,1893304
TXN01038,2025-04-16,ACC10239,CL1239,Solange Mbarga,F,54,Current,Credit,103585,Online,Yaoundé,329483
TXN01039,2025-12-14,ACC10134,CL1134,Yvonne Mvondo,F,28,Savings,Credit,299989,Online,Yaoundé,1838511
TXN01040,2025-06-26,ACC10214,CL1214,Sandrine Ngono,F,36,Savings,Credit,377329,ATM,Yaoundé,964133
TXN01041,2025-07-26,ACC10093,CL1093,Emmanuel Mballa,M,27,Savings,Debit,268609,Mobile,Bamenda,1729408
TXN01042,2025-07-09,ACC10183,CL1183,Lionel Nkou,M,63,Current,Credit,33721,ATM,Bamenda,1044305
TXN01043,2025-07-03,ACC10153,CL1153,Blaise Tchoumi,M,30,Current,Debit,294617,ATM,Douala,1093165
TXN01044,2025-01-16,ACC10087,CL1087,Nadine Mvondo,F,32,Current,Credit,454865,Mobile,Yaoundé,1299903
TXN01045,2025-10-30,ACC10021,CL1021,Solange Tchoumi,F,33,Current,Credit,369166,Branch,Douala,2018267
TXN01046,2025-07-15,ACC10267,CL1267,Brigitte Etoa,F,28,Savings,Credit,374174,Branch,Yaoundé,1470745
TXN01047,2025-10-07,ACC10140,CL1140,Serge Mballa,M,58,Current,Credit,229164,Mobile,Bamenda,2093746
TXN01048,2025-03-13,ACC10200,CL1200,Nadine Essomba,F,40,Savings,Debit,249969,Mobile,Bafoussam,1652533
TXN01049,2025-07-04,ACC10282,CL1282,Paul Nkou,M,62,Current,Credit,443146,Branch,Bamenda,1858664
TXN01050,2025-12-10,ACC10259,CL1259,Arnaud Mbarga,M,48,Savings,Debit,152241,Mobile,Bamenda,1041701
TXN01051,2025-02-06,ACC10260,CL1260,Sandrine Mbarga,F,26,Current,Debit,7083,ATM,Bafoussam,685685
TXN01052,2025-12-03,ACC10023,CL1023,Paul Essomba,M,40,Savings,Debit,256171,Branch,Douala,298973
TXN01053,2025-03-12,ACC10283,CL1283,Lionel Atangana,M,60,Current,Debit,45388,Branch,Yaoundé,1868973
TXN01054,2025-12-23,ACC10228,CL1228,Brigitte Atangana,F,29,Savings,Credit,469494,Branch,Bamenda,1168734
TXN01055,2025-09-18,ACC10084,CL1084,Serge Atangana,M,52,Current,Debit,239233,Branch,Yaoundé,515681
TXN01056,2025-07-01,ACC10054,CL1054,Jean Mballa,M,44,Current,Credit,202701,Mobile,Yaoundé,693263
TXN01057,2025-11-06,ACC10092,CL1092,Lionel Etoa,M,50,Current,Debit,223702,ATM,Bafoussam,178177
TXN01058,2025-05-02,ACC10086,CL1086,Patricia Tchoumi,F,63,Savings,Credit,444969,Online,Yaoundé,1842912
TXN01059,2025-10-07,ACC10034,CL1034,Nadine Mballa,F,50,Savings,Credit,486786,Online,Douala,1466098
TXN01060,2025-10-18,ACC10259,CL1259,Arnaud Mbarga,M,48,Savings,Debit,20852,Branch,Bamenda,1173090
TXN01061,2025-10-25,ACC10080,CL1080,Arnaud Ngono,M,34,Current,Credit,60330,Branch,Yaoundé,965127
TXN01062,2025-09-27,ACC10274,CL1274,Lionel Mbarga,M,25,Current,Debit,75494,Online,Bafoussam,1478024
TXN01063,2025-02-10,ACC10221,CL1221,Blaise Tchoumi,M,62,Current,Credit,272030,ATM,Douala,1590819
TXN01064,2025-11-19,ACC10220,CL1220,Lionel Tchoumi,M,53,Current,Debit,248700,ATM,Garoua,1018338
TXN01065,2025-01-28,ACC10149,CL1149,Estelle Mbarga,F,48,Savings,Credit,322409,Online,Yaoundé,1302870
TXN01066,2025-08-21,ACC10207,CL1207,Nadine Ngono,F,45,Savings,Debit,246822,Branch,Bamenda,852304
TXN01067,2025-06-30,ACC10204,CL1204,Solange Mballa,F,23,Current,Credit,221733,Online,Douala,1528608
TXN01068,2025-01-19,ACC10009,CL1009,Paul Atangana,M,38,Current,Credit,88822,Online,Garoua,479932
TXN01069,2025-11-19,ACC10122,CL1122,Emmanuel Mballa,M,30,Savings,Credit,33200,Branch,Yaoundé,431165
TXN01070,2025-12-03,ACC10048,CL1048,Emmanuel Mballa,M,28,Savings,Debit,28063,Online,Yaoundé,593092
TXN01071,2025-09-06,ACC10201,CL1201,Emmanuel Ngono,M,60,Savings,Debit,151374,ATM,Yaoundé,469267
TXN01072,2025-02-09,ACC10212,CL1212,Solange Mbarga,F,46,Current,Debit,266077,Online,Bafoussam,248593
TXN01073,2025-11-12,ACC10261,CL1261,Patricia Atangana,F,31,Current,Credit,70488,Online,Garoua,1058186
TXN01074,2025-05-12,ACC10185,CL1185,Clarisse Mbarga,F,41,Savings,Credit,450764,ATM,Bamenda,638509
TXN01075,2025-10-30,ACC10096,CL1096,Patrick Nana,M,48,Savings,Debit,92547,Mobile,Bafoussam,1018529
TXN01076,2025-03-31,ACC10128,CL1128,Yvonne Mbarga,F,51,Current,Credit,194864,Online,Bafoussam,943862
TXN01077,2025-04-03,ACC10120,CL1120,Franck Mballa,M,39,Savings,Debit,255236,ATM,Garoua,1236314
TXN01078,2025-03-16,ACC10212,CL1212,Solange Mbarga,F,46,Current,Credit,45250,Mobile,Bafoussam,559920
TXN01079,2025-07-31,ACC10056,CL1056,Emmanuel Ngono,M,47,Savings,Credit,395663,Branch,Yaoundé,1990350
TXN01080,2025-11-23,ACC10251,CL1251,Patrick Mbarga,M,43,Savings,Debit,231783,Mobile,Douala,1436172
TXN01081,2025-01-28,ACC10256,CL1256,Franck Mballa,M,43,Current,Debit,181919,Online,Yaoundé,441057
TXN01082,2025-03-27,ACC10278,CL1278,Serge Ngono,M,31,Savings,Debit,28537,Branch,Bafoussam,747125
TXN01083,2025-06-04,ACC10224,CL1224,Yvonne Nana,F,54,Savings,Credit,250682,Branch,Bamenda,1063831
TXN01084,2025-12-16,ACC10220,CL1220,Lionel Tchoumi,M,53,Current,Debit,200124,Branch,Garoua,1066914
TXN01085,2025-03-16,ACC10001,CL1001,Didier Mbarga,M,58,Savings,Credit,138691,Branch,Garoua,251180
TXN01086,2025-08-18,ACC10296,CL1296,Clarisse Atangana,F,53,Current,Debit,152410,Branch,Garoua,1628393
TXN01087,2025-12-16,ACC10014,CL1014,Chantal Mvondo,F,30,Savings,Credit,279005,ATM,Bafoussam,846220
TXN01088,2025-11-23,ACC10147,CL1147,Clarisse Essomba,F,64,Current,Debit,279550,Online,Bamenda,434536
TXN01089,2025-11-30,ACC10136,CL1136,Paul Mvondo,M,28,Current,Credit,321070,Online,Douala,1873896
TXN01090,2025-05-17,ACC10154,CL1154,Yvonne Mballa,F,63,Current,Credit,142728,ATM,Yaoundé,2082701
TXN01091,2025-10-27,ACC10252,CL1252,Nadine Nkou,F,43,Current,Credit,344064,Branch,Bamenda,2100115
TXN01092,2025-12-12,ACC10006,CL1006,Patricia Mballa,F,23,Savings,Credit,406353,Mobile,Garoua,2390546
TXN01093,2025-06-22,ACC10253,CL1253,Blaise Mvondo,M,61,Savings,Debit,273604,Mobile,Douala,0
TXN01094,2025-01-06,ACC10233,CL1233,Patricia Ngono,F,59,Savings,Credit,288106,ATM,Garoua,678363
TXN01095,2025-07-30,ACC10039,CL1039,Patrick Nkou,M,24,Current,Debit,7271,ATM,Bamenda,1097282
TXN01096,2025-06-29,ACC10207,CL1207,Nadine Ngono,F,45,Savings,Debit,234802,Mobile,Bamenda,864324
TXN01097,2025-04-09,ACC10247,CL1247,Clarisse Mbarga,F,52,Savings,Credit,133066,ATM,Bamenda,1508371
TXN01098,2025-01-30,ACC10039,CL1039,Patrick Nkou,M,24,Current,Debit,49203,Mobile,Bamenda,1055350
TXN01099,2025-02-14,ACC10215,CL1215,Emmanuel Tchoumi,M,30,Savings,Debit,63902,Mobile,Yaoundé,1606877
TXN01100,2025-11-28,ACC10025,CL1025,Solange Ngono,F,37,Current,Credit,345139,Mobile,Bamenda,839312
TXN01101,2025-05-10,ACC10085,CL1085,Nadine Mvondo,F,29,Savings,Debit,97606,Online,Bamenda,1854361
TXN01102,2025-02-08,ACC10136,CL1136,Paul Mvondo,M,28,Current,Credit,347280,Branch,Douala,1900106
TXN01103,2025-08-07,ACC10109,CL1109,Serge Etoa,M,44,Current,Credit,404365,Online,Douala,484036
TXN01104,2025-02-07,ACC10140,CL1140,Serge Mballa,M,58,Current,Credit,85916,Online,Bamenda,1950498
TXN01105,2025-07-18,ACC10130,CL1130,Solange Nkou,F,50,Current,Debit,201696,Online,Yaoundé,377622
TXN01106,2025-05-16,ACC10166,CL1166,Marie Mballa,F,55,Current,Debit,136391,Mobile,Yaoundé,686589
TXN01107,2025-09-09,ACC10170,CL1170,Jean Nkou,M,40,Savings,Credit,37384,Mobile,Garoua,291210
TXN01108,2025-11-27,ACC10047,CL1047,Patricia Nana,F,21,Current,Credit,94555,Branch,Bamenda,1535781
TXN01109,2025-10-04,ACC10129,CL1129,Clarisse Ngono,F,42,Current,Debit,76430,Branch,Garoua,578006
TXN01110,2025-08-15,ACC10015,CL1015,Patricia Atangana,F,58,Current,Debit,56705,Online,Garoua,453243
TXN01111,2025-02-07,ACC10191,CL1191,Paul Atangana,M,27,Savings,Debit,19277,ATM,Bafoussam,1197517
TXN01112,2025-08-17,ACC10217,CL1217,Nadine Mvondo,F,25,Current,Credit,408496,ATM,Garoua,1782606
TXN01113,2025-12-01,ACC10031,CL1031,Chantal Etoa,F,27,Current,Credit,79042,ATM,Yaoundé,872057
TXN01114,2025-05-17,ACC10267,CL1267,Brigitte Etoa,F,28,Savings,Debit,205725,Mobile,Yaoundé,890846
TXN01115,2025-07-20,ACC10290,CL1290,Patrick Tchoumi,M,41,Savings,Credit,475280,ATM,Douala,1570218
TXN01116,2025-08-12,ACC10269,CL1269,Yvonne Etoa,F,28,Savings,Credit,251682,Branch,Douala,1249684
TXN01117,2025-04-26,ACC10042,CL1042,Lionel Mbarga,M,47,Current,Debit,284183,ATM,Bamenda,312682
TXN01118,2025-09-04,ACC10279,CL1279,Clarisse Mballa,F,33,Current,Credit,362371,ATM,Bamenda,674872
TXN01119,2025-12-16,ACC10293,CL1293,Yvonne Tchoumi,F,62,Current,Credit,175818,Online,Garoua,1351340
TXN01120,2025-11-20,ACC10091,CL1091,Lionel Ngono,M,36,Current,Credit,29937,ATM,Douala,1483893
TXN01121,2025-06-24,ACC10076,CL1076,Patricia Nana,F,48,Current,Credit,281298,ATM,Bamenda,2212879
TXN01122,2025-05-29,ACC10043,CL1043,Patrick Etoa,M,37,Savings,Credit,399696,Mobile,Garoua,1858332
TXN01123,2025-01-21,ACC10155,CL1155,Solange Ngono,F,25,Current,Debit,291704,Branch,Garoua,990523
TXN01124,2025-12-23,ACC10109,CL1109,Serge Etoa,M,44,Current,Debit,157694,Branch,Douala,0
TXN01125,2025-09-07,ACC10104,CL1104,Blaise Mvondo,M,49,Savings,Debit,189356,ATM,Yaoundé,477700
TXN01126,2025-04-08,ACC10109,CL1109,Serge Etoa,M,44,Current,Credit,386521,Mobile,Douala,466192
TXN01127,2025-01-13,ACC10081,CL1081,Solange Mvondo,F,47,Savings,Debit,102236,Mobile,Yaoundé,1694463
TXN01128,2025-02-02,ACC10069,CL1069,Yvonne Etoa,F,53,Savings,Credit,204826,Online,Garoua,1636536
TXN01129,2025-08-19,ACC10214,CL1214,Sandrine Ngono,F,36,Savings,Credit,280938,ATM,Yaoundé,867742
TXN01130,2025-01-29,ACC10139,CL1139,Serge Atangana,M,42,Current,Debit,178883,Online,Bamenda,1591933
TXN01131,2025-03-02,ACC10173,CL1173,Brigitte Nkou,F,65,Savings,Debit,213602,Mobile,Bafoussam,766239
TXN01132,2025-12-14,ACC10068,CL1068,Serge Mballa,M,34,Current,Credit,493877,Mobile,Garoua,1519027
TXN01133,2025-01-19,ACC10089,CL1089,Brigitte Mbarga,F,51,Savings,Debit,38766,Mobile,Yaoundé,745154
TXN01134,2025-01-10,ACC10148,CL1148,Solange Nkou,F,60,Savings,Credit,343796,Branch,Yaoundé,1717436
TXN01135,2025-12-26,ACC10065,CL1065,Patrick Tchoumi,M,41,Current,Debit,128235,Mobile,Yaoundé,985277
TXN01136,2025-11-20,ACC10118,CL1118,Emmanuel Etoa,M,32,Savings,Debit,91308,ATM,Bamenda,286964
TXN01137,2025-02-19,ACC10257,CL1257,Patrick Atangana,M,46,Current,Credit,431303,Branch,Garoua,1192314
TXN01138,2025-02-24,ACC10270,CL1270,Blaise Mbarga,M,64,Current,Debit,34532,ATM,Bafoussam,1503482
TXN01139,2025-11-12,ACC10030,CL1030,Estelle Nana,F,29,Current,Credit,312939,Mobile,Bamenda,872541
TXN01140,2025-08-07,ACC10100,CL1100,Paul Mballa,M,49,Current,Debit,107242,Online,Douala,1137819
TXN01141,2025-03-03,ACC10045,CL1045,Paul Nana,M,34,Current,Credit,170992,Mobile,Bamenda,498773
TXN01142,2025-04-20,ACC10016,CL1016,Didier Mvondo,M,26,Savings,Credit,439528,ATM,Yaoundé,810059
TXN01143,2025-02-02,ACC10285,CL1285,Jean Ngono,M,49,Current,Debit,176900,ATM,Garoua,847105
TXN01144,2025-08-01,ACC10179,CL1179,Emmanuel Nana,M,37,Savings,Credit,75048,Mobile,Douala,1511386
TXN01145,2025-03-26,ACC10143,CL1143,Marie Essomba,F,51,Current,Credit,291145,Branch,Garoua,1733001
TXN01146,2025-03-10,ACC10027,CL1027,Clarisse Etoa,F,35,Current,Debit,22337,ATM,Yaoundé,71775
TXN01147,2025-03-22,ACC10246,CL1246,Estelle Mballa,F,28,Savings,Credit,408718,ATM,Yaoundé,1339155
TXN01148,2025-01-04,ACC10241,CL1241,Blaise Essomba,M,22,Savings,Credit,43321,ATM,Garoua,924745
TXN01149,2025-12-28,ACC10160,CL1160,Lionel Mballa,M,64,Savings,Debit,47735,Online,Douala,1896839
TXN01150,2025-09-01,ACC10267,CL1267,Brigitte Etoa,F,28,Savings,Credit,364595,Mobile,Yaoundé,1461166
TXN01151,2025-11-24,ACC10282,CL1282,Paul Nkou,M,62,Current,Debit,76019,Online,Bamenda,1339499
TXN01152,2025-05-03,ACC10233,CL1233,Patricia Ngono,F,59,Savings,Credit,217023,Mobile,Garoua,607280
TXN01153,2025-09-13,ACC10051,CL1051,Patrick Ngono,M,61,Savings,Debit,95372,ATM,Bafoussam,1509101
TXN01154,2025-08-03,ACC10118,CL1118,Emmanuel Etoa,M,32,Savings,Credit,183375,ATM,Bamenda,561647
TXN01155,2025-03-02,ACC10024,CL1024,Paul Mvondo,M,25,Savings,Debit,101612,ATM,Bamenda,217644
TXN01156,2025-10-04,ACC10048,CL1048,Emmanuel Mballa,M,28,Savings,Credit,453319,Mobile,Yaoundé,1074474
TXN01157,2025-11-17,ACC10072,CL1072,Blaise Tchoumi,M,25,Current,Credit,404875,Mobile,Garoua,2313238
TXN01158,2025-04-10,ACC10102,CL1102,Patrick Mballa,M,42,Current,Credit,28823,ATM,Bafoussam,1244401
TXN01159,2025-09-12,ACC10114,CL1114,Emmanuel Ngono,M,57,Savings,Debit,249728,Mobile,Bafoussam,320766
TXN01160,2025-01-28,ACC10057,CL1057,Chantal Etoa,F,38,Savings,Debit,23604,Online,Douala,828644
TXN01161,2025-08-11,ACC10005,CL1005,Clarisse Mbarga,F,45,Current,Credit,110885,Online,Yaoundé,1938209
TXN01162,2025-08-21,ACC10281,CL1281,Emmanuel Tchoumi,M,59,Savings,Credit,324390,ATM,Bafoussam,2105035
TXN01163,2025-10-03,ACC10145,CL1145,Blaise Mbarga,M,54,Savings,Debit,28502,Mobile,Garoua,1536572
TXN01164,2025-09-06,ACC10204,CL1204,Solange Mballa,F,23,Current,Debit,16238,ATM,Douala,1290637
TXN01165,2025-08-16,ACC10002,CL1002,Franck Etoa,M,53,Savings,Debit,124364,Online,Bamenda,1102652
TXN01166,2025-12-13,ACC10202,CL1202,Chantal Mvondo,F,59,Current,Credit,105202,Online,Garoua,728074
TXN01167,2025-06-16,ACC10050,CL1050,Brigitte Nkou,F,26,Current,Debit,58741,Mobile,Garoua,83715
TXN01168,2025-07-31,ACC10048,CL1048,Emmanuel Mballa,M,28,Savings,Debit,125318,Mobile,Yaoundé,495837
TXN01169,2025-04-23,ACC10263,CL1263,Sandrine Nana,F,64,Savings,Credit,468332,ATM,Douala,817762
TXN01170,2025-09-06,ACC10169,CL1169,Paul Mvondo,M,65,Current,Credit,307756,ATM,Bafoussam,602443
TXN01171,2025-04-21,ACC10132,CL1132,Franck Nana,M,44,Current,Credit,76990,Branch,Bamenda,1438567
TXN01172,2025-07-11,ACC10227,CL1227,Patricia Ngono,F,42,Savings,Debit,204072,Mobile,Yaoundé,1768484
TXN01173,2025-04-10,ACC10237,CL1237,Chantal Nana,F,54,Savings,Credit,378393,Online,Garoua,2141538
TXN01174,2025-06-21,ACC10218,CL1218,Brigitte Tchoumi,F,24,Savings,Credit,107016,Mobile,Bafoussam,807988
TXN01175,2025-01-31,ACC10178,CL1178,Patrick Ngono,M,59,Current,Debit,299144,Online,Yaoundé,1551064
TXN01176,2025-08-27,ACC10046,CL1046,Clarisse Etoa,F,44,Savings,Debit,59253,Branch,Bafoussam,909686
TXN01177,2025-06-25,ACC10102,CL1102,Patrick Mballa,M,42,Current,Credit,90758,Mobile,Bafoussam,1306336
TXN01178,2025-03-22,ACC10008,CL1008,Paul Nkou,M,63,Current,Credit,317479,Mobile,Douala,534814
TXN01179,2025-07-30,ACC10220,CL1220,Lionel Tchoumi,M,53,Current,Debit,46337,Branch,Garoua,1220701
TXN01180,2025-08-25,ACC10256,CL1256,Franck Mballa,M,43,Current,Debit,249244,Online,Yaoundé,373732
TXN01181,2025-05-07,ACC10220,CL1220,Lionel Tchoumi,M,53,Current,Debit,225453,Mobile,Garoua,1041585
TXN01182,2025-10-24,ACC10044,CL1044,Yvonne Essomba,F,25,Current,Credit,228671,Mobile,Yaoundé,1581336
TXN01183,2025-08-02,ACC10298,CL1298,Nadine Etoa,F,59,Current,Debit,3662,ATM,Bamenda,1095077
TXN01184,2025-09-16,ACC10282,CL1282,Paul Nkou,M,62,Current,Debit,247757,ATM,Bamenda,1167761
TXN01185,2025-07-21,ACC10097,CL1097,Marie Atangana,F,52,Current,Credit,279460,Branch,Yaoundé,1089023
TXN01186,2025-09-11,ACC10264,CL1264,Marie Ngono,F,25,Current,Debit,238209,Mobile,Douala,571275
TXN01187,2025-01-07,ACC10108,CL1108,Franck Etoa,M,51,Current,Debit,293808,Branch,Bafoussam,0
TXN01188,2025-07-03,ACC10141,CL1141,Blaise Nana,M,51,Current,Debit,70579,Online,Bafoussam,1136875
TXN01189,2025-01-09,ACC10069,CL1069,Yvonne Etoa,F,53,Savings,Debit,48568,Branch,Garoua,1383142
TXN01190,2025-12-27,ACC10180,CL1180,Emmanuel Nkou,M,43,Current,Credit,85831,Branch,Douala,168926
TXN01191,2025-08-26,ACC10086,CL1086,Patricia Tchoumi,F,63,Savings,Debit,239467,Mobile,Yaoundé,1158476
TXN01192,2025-07-09,ACC10211,CL1211,Sandrine Mbarga,F,48,Savings,Credit,97964,Branch,Yaoundé,1061643
TXN01193,2025-07-17,ACC10284,CL1284,Brigitte Mvondo,F,36,Current,Debit,38066,Online,Garoua,963084
TXN01194,2025-08-07,ACC10063,CL1063,Arnaud Tchoumi,M,33,Savings,Debit,156498,Online,Bafoussam,1379932
TXN01195,2025-11-14,ACC10073,CL1073,Arnaud Mvondo,M,46,Savings,Debit,43445,Online,Douala,1382408
TXN01196,2025-12-12,ACC10237,CL1237,Chantal Nana,F,54,Savings,Debit,270870,Online,Garoua,1492275
TXN01197,2025-07-16,ACC10286,CL1286,Patrick Tchoumi,M,30,Current,Debit,59178,Online,Bafoussam,1530550
TXN01198,2025-01-21,ACC10065,CL1065,Patrick Tchoumi,M,41,Current,Credit,325604,Online,Yaoundé,1439116
TXN01199,2025-11-28,ACC10082,CL1082,Chantal Tchoumi,F,65,Current,Credit,92890,ATM,Yaoundé,1143189
TXN01200,2025-06-21,ACC10067,CL1067,Chantal Ngono,F,60,Current,Debit,73564,Mobile,Bamenda,828037
TXN01201,2025-10-25,ACC10218,CL1218,Brigitte Tchoumi,F,24,Savings,Debit,251868,Mobile,Bafoussam,449104
TXN01202,2025-06-30,ACC10066,CL1066,Chantal Essomba,F,46,Savings,Debit,169015,Online,Bafoussam,283302
TXN01203,2025-01-28,ACC10289,CL1289,Jean Mballa,M,45,Current,Credit,146303,ATM,Bamenda,716963
TXN01204,2025-08-20,ACC10072,CL1072,Blaise Tchoumi,M,25,Current,Credit,181998,Branch,Garoua,2090361
